CustomerKey,Email,FirstName,LastName,BirthDate,Gender,MaritalStatus,HomeOwner,Children,Education,Occupation,Income
66402,ralph97@kiteright.ca,RALPH,PAL,6/30/1999,Male,M,Y,5,Graduate Degree,Professional,"$70,000 "
66403,denise10@kiteright.ca,DENISE,ADAMS,1/9/1969,Female,M,N,1,High School,Manual,"$90,000 "
66404,cynthia88@kiteright.ca,CYNTHIA,YANG,2/3/1984,Female,M,Y,3,Graduate Degree,Management,"$40,000 "
66405,karen20@kiteright.ca,KAREN,DIAZ,9/30/1975,Female,M,N,4,High School,Professional,"$120,000 "
66406,lin12@kiteright.ca,MARGARET,LIN,10/13/1984,Female,M,Y,3,High School,Professional,"$130,000 "
66407,samuel35@kiteright.ca,SAMUEL,SO,8/13/1964,Male,S,Y,1,Bachelor Degree,Professional,"$40,000 "
66408,elizabeth31@kiteright.ca,ELIZABETH,RAJI,9/14/1988,Female,M,N,1,High School,Management,"$130,000 "
66409,long84@kiteright.ca,REBECCA,LONG,1/1/1967,Female,M,Y,0,Graduate Degree,Clerical,"$140,000 "
66410,teresa5@kiteright.ca,TERESA,COOK,6/29/1966,Female,S,N,0,High School,Manual,"$160,000 "
66411,raman21@kiteright.ca,JEFFREY,RAMAN,6/26/1987,Male,S,Y,1,High School,Clerical,"$130,000 "
66412,ma18@kiteright.ca,CHERYL,MA,4/5/1975,Female,S,Y,1,Graduate Degree,Management,"$150,000 "
66413,christopher71@kiteright.ca,CHRISTOPHER,BAILEY,6/3/1975,Male,M,N,2,Graduate Degree,Clerical,"$110,000 "
66414,susan10@kiteright.ca,SUSAN,WEISMAN,6/6/1959,Female,M,N,2,High School,Manual,"$20,000 "
66415,roger37@kiteright.ca,ROGER,KUMAR,8/8/1978,Male,S,N,1,Graduate Degree,Professional,"$10,000 "
66416,coleman19@kiteright.ca,EMILY,COLEMAN,2/14/1993,Female,M,Y,3,Graduate Degree,Manual,"$70,000 "
66417,campbell66@kiteright.ca,RALPH,CAMPBELL,7/8/1960,Male,M,N,5,Graduate Degree,Clerical,"$110,000 "
66418,jai34@kiteright.ca,SAMUEL,JAI,7/13/1975,Male,M,Y,1,High School,Manual,"$50,000 "
66419,betty72@kiteright.ca,BETTY,PAL,8/13/1992,Female,S,Y,2,Bachelor Degree,Manual,"$80,000 "
66420,james70@kiteright.ca,ADAM,JAMES,5/31/1967,Male,S,Y,0,High School,Professional,"$30,000 "
66421,judith94@kiteright.ca,JUDITH,MARTIN,6/2/1995,Female,S,N,2,Graduate Degree,Clerical,"$30,000 "
66422,jacob73@kiteright.ca,JACOB,NAVARRO,11/12/1994,Male,S,Y,1,High School,Professional,"$160,000 "
66423,rose83@kiteright.ca,ROSE,SANCHEZ,8/15/1979,Female,M,N,0,Graduate Degree,Manual,"$100,000 "
66424,price62@kiteright.ca,REBECCA,PRICE,6/11/1994,Female,S,N,0,High School,Management,"$90,000 "
66425,aaron83@kiteright.ca,AARON,JAMES,3/28/1987,Male,S,Y,5,Graduate Degree,Manual,"$50,000 "
66426,perez15@kiteright.ca,PHILIP,PEREZ,3/2/1991,Male,M,Y,2,Bachelor Degree,Management,"$10,000 "
66427,lal80@kiteright.ca,LARRY,LAL,9/16/1994,Male,S,N,1,High School,Manual,"$100,000 "
66428,long26@kiteright.ca,BEVERLY,LONG,11/5/1993,Female,S,Y,2,Bachelor Degree,Manual,"$30,000 "
66429,sanders73@kiteright.ca,PATRICIA,SANDERS,6/6/1995,Female,S,Y,2,High School,Management,"$70,000 "
66430,anna40@kiteright.ca,ANNA,MUNOZ,5/31/1984,Female,M,N,0,High School,Clerical,"$10,000 "
66431,prasad89@kiteright.ca,WAYNE,PRASAD,10/10/1983,Male,M,Y,1,Bachelor Degree,Management,"$90,000 "
66432,anderson75@kiteright.ca,MICHAEL,ANDERSON,5/21/1974,Male,M,N,1,Bachelor Degree,Manual,"$40,000 "
66433,perry85@kiteright.ca,GLORIA,PERRY,3/21/1986,Female,S,N,0,Bachelor Degree,Manual,"$120,000 "
66434,ryan5@kiteright.ca,RYAN,PEREZ,7/19/1973,Male,S,Y,0,High School,Professional,"$100,000 "
66435,helen66@kiteright.ca,HELEN,SANDERS,11/21/1966,Female,S,N,2,Graduate Degree,Management,"$20,000 "
66436,martinez14@kiteright.ca,CHARLES,MARTINEZ,6/12/1989,Male,S,Y,0,High School,Clerical,"$60,000 "
66437,scott59@kiteright.ca,AARON,SCOTT,9/3/1994,Male,S,Y,1,Bachelor Degree,Manual,"$90,000 "
66438,gloria35@kiteright.ca,GLORIA,MARTIN,8/6/1979,Female,M,Y,0,High School,Clerical,"$120,000 "
66439,murphy70@kiteright.ca,SAMANTHA,MURPHY,11/13/1999,Female,M,N,1,High School,Management,"$70,000 "
66440,gerald96@kiteright.ca,GERALD,ZHENG,5/11/1992,Male,M,N,1,High School,Professional,"$80,000 "
66441,maria11@kiteright.ca,MARIA,ALVAREZ,6/15/1980,Female,S,Y,2,High School,Clerical,"$50,000 "
66442,timothy4@kiteright.ca,TIMOTHY,NARA,9/11/1976,Male,S,Y,0,Graduate Degree,Management,"$130,000 "
66443,joan66@kiteright.ca,JOAN,WOOD,10/11/1972,Female,S,N,4,Bachelor Degree,Manual,"$110,000 "
66444,peterson11@kiteright.ca,FRANCES,PETERSON,2/1/1997,Female,S,Y,4,Graduate Degree,Management,"$160,000 "
66445,sanders14@kiteright.ca,CHRISTIAN,SANDERS,6/28/1982,Male,M,N,3,Graduate Degree,Management,"$150,000 "
66446,morris52@kiteright.ca,JOE,MORRIS,5/7/1977,Male,S,Y,1,Graduate Degree,Professional,"$150,000 "
66447,ortega49@kiteright.ca,LARRY,ORTEGA,4/27/1997,Male,M,N,4,Bachelor Degree,Clerical,"$170,000 "
66448,subram23@kiteright.ca,LAUREN,SUBRAM,11/20/1987,Female,M,Y,5,Graduate Degree,Management,"$90,000 "
66449,washington3@kiteright.ca,SHIRLEY,WASHINGTON,11/4/1986,Female,M,Y,0,Graduate Degree,Manual,"$50,000 "
66450,anna91@kiteright.ca,ANNA,SAI,7/8/1989,Female,M,N,0,Bachelor Degree,Management,"$140,000 "
66451,andersen43@kiteright.ca,JOHNNY,ANDERSEN,10/7/1977,Male,M,N,3,Bachelor Degree,Manual,"$90,000 "
66452,jackson65@kiteright.ca,REBECCA,JACKSON,6/7/1997,Female,S,Y,2,Bachelor Degree,Professional,"$30,000 "
66453,ralph32@kiteright.ca,RALPH,ZHOU,12/31/1983,Male,S,N,1,Bachelor Degree,Professional,"$80,000 "
66454,alexander95@kiteright.ca,RANDY,ALEXANDER,4/14/1980,Male,M,N,2,Graduate Degree,Management,"$140,000 "
66455,cai78@kiteright.ca,GLORIA,CAI,2/22/1992,Female,S,N,2,Bachelor Degree,Manual,"$170,000 "
66456,garcia79@kiteright.ca,GERALD,GARCIA,8/29/1998,Male,S,N,1,Bachelor Degree,Management,"$130,000 "
66457,joe53@kiteright.ca,JOE,JENKINS,7/20/1994,Male,M,N,2,Graduate Degree,Clerical,"$70,000 "
66458,bryant67@kiteright.ca,LAWRENCE,BRYANT,11/21/1989,Male,M,N,1,High School,Clerical,"$90,000 "
66459,betty81@kiteright.ca,BETTY,BLANCO,9/30/1972,Female,M,Y,2,Bachelor Degree,Clerical,"$80,000 "
66460,ralph69@kiteright.ca,RALPH,ZHENG,5/14/1989,Male,M,N,0,Bachelor Degree,Clerical,"$130,000 "
66461,allen44@kiteright.ca,MICHAEL,ALLEN,1/4/1962,Male,M,Y,0,Bachelor Degree,Clerical,"$20,000 "
66462,dylan48@kiteright.ca,DYLAN,ZHANG,2/3/1996,Male,S,Y,2,Graduate Degree,Clerical,"$10,000 "
66463,kelly6@kiteright.ca,KELLY,BUTLER,6/2/1994,Female,M,N,2,Graduate Degree,Professional,"$60,000 "
66464,young49@kiteright.ca,JOE,YOUNG,7/16/1980,Male,M,Y,0,Graduate Degree,Management,"$10,000 "
66465,randy29@kiteright.ca,RANDY,JAI,12/12/1980,Male,S,Y,2,High School,Manual,"$50,000 "
66466,samuel42@kiteright.ca,SAMUEL,WANG,2/25/1969,Male,S,N,1,Bachelor Degree,Professional,"$90,000 "
66467,rubio68@kiteright.ca,HANNAH,RUBIO,1/1/1991,Female,M,Y,1,Bachelor Degree,Manual,"$100,000 "
66468,samantha10@kiteright.ca,SAMANTHA,MARTIN,6/14/1981,Female,S,N,1,Bachelor Degree,Manual,"$20,000 "
66469,carl71@kiteright.ca,CARL,WARD,6/19/1954,Male,S,N,4,Graduate Degree,Professional,"$160,000 "
66470,yuan32@kiteright.ca,BILLY,YUAN,11/23/1961,Male,S,Y,0,High School,Manual,"$30,000 "
66471,rodriguez45@kiteright.ca,GRACE,RODRIGUEZ,11/13/1968,Female,S,N,0,Bachelor Degree,Professional,"$30,000 "
66472,zhang15@kiteright.ca,ALICE,ZHANG,9/2/1980,Female,M,N,3,High School,Professional,"$70,000 "
66473,flores72@kiteright.ca,MATTHEW,FLORES,6/10/1997,Male,M,N,1,Bachelor Degree,Manual,"$80,000 "
66474,robert44@kiteright.ca,ROBERT,ANAND,11/23/1985,Male,S,N,0,Graduate Degree,Management,"$30,000 "
66475,kathleen53@kiteright.ca,KATHLEEN,ROBINSON,9/14/1976,Female,S,N,2,Graduate Degree,Manual,"$170,000 "
66476,henry14@kiteright.ca,HENRY,FERNANDEZ,3/18/1994,Male,M,N,3,High School,Professional,"$120,000 "
66477,kenneth25@kiteright.ca,KENNETH,LIANG,4/29/1981,Male,M,N,5,Bachelor Degree,Professional,"$140,000 "
66478,amanda33@kiteright.ca,AMANDA,ZENG,11/7/1999,Female,S,Y,0,Bachelor Degree,Professional,"$160,000 "
66479,peter84@kiteright.ca,PETER,PARKER,3/7/1981,Male,M,N,2,High School,Professional,"$70,000 "
66480,lewis30@kiteright.ca,PAMELA,LEWIS,6/3/1992,Female,S,Y,0,High School,Manual,"$40,000 "
66481,subram71@kiteright.ca,BRANDON,SUBRAM,8/23/1987,Male,M,N,1,High School,Professional,"$40,000 "
66482,zhu84@kiteright.ca,JOE,ZHU,10/1/1997,Male,M,N,3,Graduate Degree,Management,"$20,000 "
66483,kayla84@kiteright.ca,KAYLA,SURI,6/3/1979,Female,S,N,2,High School,Professional,"$80,000 "
66484,carter14@kiteright.ca,ROSE,CARTER,7/22/1995,Female,M,Y,1,Graduate Degree,Management,"$60,000 "
66485,beck85@kiteright.ca,WALTER,BECK,5/6/1986,Male,M,N,0,High School,Clerical,"$140,000 "
66486,sara37@kiteright.ca,SARA,DIAZ,9/18/1988,Female,S,N,3,Graduate Degree,Clerical,"$160,000 "
66487,beverly44@kiteright.ca,BEVERLY,PRICE,3/12/1988,Female,S,Y,2,Graduate Degree,Management,"$80,000 "
66488,garcia58@kiteright.ca,CYNTHIA,GARCIA,9/16/1970,Female,M,N,0,Bachelor Degree,Management,"$70,000 "
66489,anderson80@kiteright.ca,KIMBERLY,ANDERSON,2/21/1970,Female,M,Y,1,Graduate Degree,Clerical,"$170,000 "
66490,kathleen30@kiteright.ca,KATHLEEN,SAI,11/20/1989,Female,S,N,2,High School,Clerical,"$100,000 "
66491,tyler31@kiteright.ca,TYLER,ROGERS,10/3/1984,Male,M,Y,1,High School,Manual,"$150,000 "
66492,joseph86@kiteright.ca,JOSEPH,BLACK,2/21/1982,Male,S,Y,3,High School,Management,"$160,000 "
66493,yang8@kiteright.ca,KATHERINE,YANG,5/19/1997,Female,S,N,3,Graduate Degree,Professional,"$110,000 "
66494,jerry1@kiteright.ca,JERRY,JONES,6/23/1985,Male,S,N,0,Graduate Degree,Professional,"$40,000 "
66495,bruce94@kiteright.ca,BRUCE,DENG,3/18/1982,Male,M,N,0,Bachelor Degree,Management,"$60,000 "
66496,aaron24@kiteright.ca,AARON,RAMIREZ,7/18/1989,Male,S,Y,1,Graduate Degree,Management,"$80,000 "
66497,marie93@kiteright.ca,MARIE,LOPEZ,7/8/1995,Female,M,Y,2,Bachelor Degree,Clerical,"$40,000 "
66498,evans6@kiteright.ca,BOBBY,EVANS,2/7/1962,Male,M,Y,3,Bachelor Degree,Management,"$50,000 "
66499,timothy37@kiteright.ca,TIMOTHY,COLLINS,10/31/1998,Male,M,Y,1,Bachelor Degree,Clerical,"$170,000 "
66500,hannah2@kiteright.ca,HANNAH,FOSTER,12/18/1979,Female,M,N,1,Graduate Degree,Professional,"$140,000 "
66501,hughes8@kiteright.ca,HANNAH,HUGHES,7/28/1993,Female,M,Y,1,High School,Manual,"$10,000 "
66502,gutierrez44@kiteright.ca,GABRIEL,GUTIERREZ,4/3/1976,Male,M,Y,0,High School,Management,"$150,000 "
66503,brenda30@kiteright.ca,BRENDA,SANDERS,11/7/1994,Female,M,Y,4,Bachelor Degree,Clerical,"$60,000 "
66504,prasad11@kiteright.ca,PHILIP,PRASAD,4/14/1991,Male,S,N,0,High School,Manual,"$60,000 "
66505,lopez38@kiteright.ca,JOHN,LOPEZ,7/13/1978,Male,S,Y,2,Graduate Degree,Professional,"$160,000 "
66506,jean55@kiteright.ca,JEAN,TURNER,7/28/1985,Female,S,N,2,Bachelor Degree,Management,"$90,000 "
66507,roy25@kiteright.ca,ROY,COX,7/7/1962,Male,M,N,0,Graduate Degree,Management,"$30,000 "
66508,pal65@kiteright.ca,KYLE,PAL,11/29/1988,Male,M,Y,1,Bachelor Degree,Manual,"$140,000 "
66509,amy92@kiteright.ca,AMY,ALVAREZ,7/7/1992,Female,M,N,4,Bachelor Degree,Clerical,"$60,000 "
66510,robert38@kiteright.ca,ROBERT,DIAZ,12/9/1987,Male,S,Y,0,Graduate Degree,Clerical,"$40,000 "
66511,virginia46@kiteright.ca,VIRGINIA,CAI,5/9/1988,Female,M,Y,0,Graduate Degree,Professional,"$60,000 "
66512,lu14@kiteright.ca,BRANDON,LU,11/22/1987,Male,S,Y,0,High School,Manual,"$160,000 "
66513,edward61@kiteright.ca,EDWARD,MUNOZ,2/18/1962,Male,S,Y,1,High School,Clerical,"$30,000 "
66514,matthew20@kiteright.ca,MATTHEW,COOK,9/21/1977,Male,M,N,2,Bachelor Degree,Manual,"$130,000 "
66515,johnson6@kiteright.ca,KATHRYN,JOHNSON,10/31/1969,Female,S,Y,3,Bachelor Degree,Professional,"$170,000 "
66516,adams83@kiteright.ca,CHRISTOPHER,ADAMS,9/17/1976,Male,S,N,0,High School,Professional,"$80,000 "
66517,malhotra92@kiteright.ca,NANCY,MALHOTRA,8/2/1955,Female,M,N,2,Graduate Degree,Management,"$150,000 "
66518,cooper24@kiteright.ca,RALPH,COOPER,10/28/1997,Male,S,N,1,Graduate Degree,Clerical,"$110,000 "
66519,alvarez83@kiteright.ca,TIMOTHY,ALVAREZ,4/9/1986,Male,M,N,3,High School,Management,"$50,000 "
66520,he5@kiteright.ca,LAUREN,HE,4/10/1989,Female,S,N,0,High School,Management,"$100,000 "
66521,diana68@kiteright.ca,DIANA,LAL,11/18/1991,Female,S,N,2,High School,Management,"$110,000 "
66522,richardson37@kiteright.ca,JOHNNY,RICHARDSON,10/1/1975,Male,M,Y,1,High School,Professional,"$70,000 "
66523,carolyn48@kiteright.ca,CAROLYN,CAMPBELL,9/4/1990,Female,S,Y,1,Bachelor Degree,Manual,"$130,000 "
66524,lawrence42@kiteright.ca,LAWRENCE,THOMAS,10/17/1975,Male,S,N,1,High School,Clerical,"$20,000 "
66525,garcia78@kiteright.ca,KAREN,GARCIA,10/5/1988,Female,M,Y,2,Graduate Degree,Professional,"$80,000 "
66526,cooper46@kiteright.ca,ERIC,COOPER,1/29/1999,Male,M,Y,0,Bachelor Degree,Manual,"$30,000 "
66527,xu19@kiteright.ca,EVELYN,XU,3/3/1991,Female,M,N,4,High School,Professional,"$150,000 "
66528,russell46@kiteright.ca,KATHERINE,RUSSELL,11/8/1979,Female,S,Y,1,Graduate Degree,Manual,"$110,000 "
66529,allen77@kiteright.ca,JUDITH,ALLEN,12/8/1992,Female,M,N,0,High School,Professional,"$170,000 "
66530,hill16@kiteright.ca,HAROLD,HILL,10/13/1974,Male,S,N,5,Bachelor Degree,Management,"$130,000 "
66531,brandon3@kiteright.ca,BRANDON,ZHU,1/20/1967,Male,S,Y,5,High School,Clerical,"$40,000 "
66532,bobby76@kiteright.ca,BOBBY,SHE,12/4/1957,Male,M,Y,2,High School,Clerical,"$150,000 "
66533,xie68@kiteright.ca,MICHAEL,XIE,8/13/1997,Male,S,N,2,High School,Professional,"$10,000 "
66534,michael72@kiteright.ca,MICHAEL,DENG,4/29/1994,Male,S,N,1,Graduate Degree,Manual,"$160,000 "
66535,coleman93@kiteright.ca,SHIRLEY,COLEMAN,4/4/1963,Female,S,N,0,High School,Professional,"$20,000 "
66536,hernandez74@kiteright.ca,TERRY,HERNANDEZ,5/1/1981,Male,M,N,2,Graduate Degree,Clerical,"$100,000 "
66537,roy15@kiteright.ca,ROY,LIU,5/13/1994,Male,S,Y,1,Bachelor Degree,Clerical,"$30,000 "
66538,ramirez84@kiteright.ca,DENISE,RAMIREZ,7/7/1987,Female,S,N,0,High School,Clerical,"$20,000 "
66539,campbell67@kiteright.ca,CHRISTOPHER,CAMPBELL,8/14/1987,Male,S,Y,1,High School,Professional,"$70,000 "
66540,roger45@kiteright.ca,ROGER,NELSON,3/11/1984,Male,S,Y,3,Bachelor Degree,Management,"$160,000 "
66541,gonzalez69@kiteright.ca,KAYLA,GONZALEZ,3/10/1962,Female,M,N,0,High School,Professional,"$80,000 "
66542,emily76@kiteright.ca,EMILY,PETERSON,1/30/1999,Female,M,N,0,Bachelor Degree,Clerical,"$20,000 "
66543,kelly63@kiteright.ca,KELLY,COOK,6/12/1996,Female,M,N,0,Bachelor Degree,Manual,"$40,000 "
66544,bennett13@kiteright.ca,VIRGINIA,BENNETT,7/3/1993,Female,S,Y,3,High School,Clerical,"$140,000 "
66545,bell5@kiteright.ca,SEAN,BELL,10/9/1972,Male,S,N,4,High School,Clerical,"$20,000 "
66546,abigail31@kiteright.ca,ABIGAIL,YUAN,9/2/1999,Female,M,Y,0,Bachelor Degree,Manual,"$30,000 "
66547,nathan34@kiteright.ca,NATHAN,BAKER,10/30/1993,Male,S,N,1,Bachelor Degree,Manual,"$20,000 "
66548,zachary54@kiteright.ca,ZACHARY,MARTIN,2/12/1988,Male,S,N,0,Bachelor Degree,Clerical,"$120,000 "
66549,howard13@kiteright.ca,NATHAN,HOWARD,8/30/1994,Male,S,N,5,Graduate Degree,Management,"$10,000 "
66550,martha15@kiteright.ca,MARTHA,ALVAREZ,9/30/1962,Female,M,Y,5,Graduate Degree,Clerical,"$170,000 "
66551,rodriguez42@kiteright.ca,AMBER,RODRIGUEZ,7/13/1963,Female,M,Y,3,Graduate Degree,Manual,"$130,000 "
66552,shirley81@kiteright.ca,SHIRLEY,SUAREZ,4/7/1984,Female,S,N,5,Graduate Degree,Clerical,"$100,000 "
66553,arthur82@kiteright.ca,ARTHUR,LIU,8/17/1978,Male,S,N,0,High School,Clerical,"$160,000 "
66554,mary61@kiteright.ca,MARY,FLORES,4/4/1957,Female,M,Y,2,Bachelor Degree,Management,"$70,000 "
66555,beck5@kiteright.ca,DAVID,BECK,9/27/1989,Male,S,Y,0,Graduate Degree,Management,"$160,000 "
66556,gonzalez76@kiteright.ca,PHILIP,GONZALEZ,9/27/1992,Male,M,Y,1,Bachelor Degree,Management,"$170,000 "
66557,julie96@kiteright.ca,JULIE,LONG,11/28/1981,Female,M,N,1,High School,Manual,"$50,000 "
66558,perry15@kiteright.ca,BRITTANY,PERRY,10/12/1987,Female,M,N,2,Graduate Degree,Clerical,"$80,000 "
66559,liu69@kiteright.ca,MICHAEL,LIU,5/30/1988,Male,M,N,2,Bachelor Degree,Manual,"$50,000 "
66560,griffin36@kiteright.ca,RICHARD,GRIFFIN,2/28/1999,Male,M,N,4,High School,Manual,"$100,000 "
66561,margaret4@kiteright.ca,MARGARET,GRIFFIN,1/4/1995,Female,M,Y,3,Graduate Degree,Manual,"$60,000 "
66562,beck18@kiteright.ca,KAREN,BECK,10/21/1967,Female,S,Y,2,High School,Management,"$60,000 "
66563,joshua52@kiteright.ca,JOSHUA,BROOKS,3/12/1979,Male,S,Y,1,High School,Clerical,"$170,000 "
66564,stewart21@kiteright.ca,MARIE,STEWART,9/16/1982,Female,S,N,0,Bachelor Degree,Manual,"$150,000 "
66565,ross51@kiteright.ca,JUAN,ROSS,3/21/1979,Male,S,Y,0,Graduate Degree,Professional,"$160,000 "
66566,edward20@kiteright.ca,EDWARD,KUMAR,4/6/1968,Male,S,Y,4,High School,Clerical,"$150,000 "
66567,arun1@kiteright.ca,WILLIAM,ARUN,6/15/1998,Male,S,Y,4,Bachelor Degree,Clerical,"$170,000 "
66568,cai99@kiteright.ca,AMANDA,CAI,7/15/1990,Female,M,N,3,Graduate Degree,Manual,"$30,000 "
66569,howard83@kiteright.ca,KEITH,HOWARD,4/11/1959,Male,M,N,2,High School,Professional,"$10,000 "
66570,martha59@kiteright.ca,MARTHA,FOSTER,9/8/1979,Female,M,N,0,High School,Management,"$60,000 "
66571,prasad17@kiteright.ca,SCOTT,PRASAD,8/31/1969,Male,S,N,4,Bachelor Degree,Management,"$140,000 "
66572,johnny99@kiteright.ca,JOHNNY,JAMES,1/4/1989,Male,S,N,1,Graduate Degree,Clerical,"$50,000 "
66573,sanchez42@kiteright.ca,GREGORY,SANCHEZ,9/21/2000,Male,M,Y,3,High School,Management,"$10,000 "
66574,alonso17@kiteright.ca,RUSSELL,ALONSO,3/10/1986,Male,S,Y,3,Graduate Degree,Management,"$60,000 "
66575,liang59@kiteright.ca,GABRIEL,LIANG,6/6/1987,Male,S,N,2,High School,Professional,"$50,000 "
66576,stephen80@kiteright.ca,STEPHEN,SMITH,1/10/1977,Male,S,Y,2,Graduate Degree,Clerical,"$30,000 "
66577,virginia8@kiteright.ca,VIRGINIA,GARCIA,9/12/1989,Female,M,Y,3,Bachelor Degree,Clerical,"$170,000 "
66578,nancy20@kiteright.ca,NANCY,ARTHUR,1/20/1988,Female,S,Y,0,High School,Management,"$50,000 "
66579,samantha49@kiteright.ca,SAMANTHA,ZHAO,2/1/1966,Female,M,N,3,High School,Clerical,"$110,000 "
66580,andrea18@kiteright.ca,ANDREA,JONES,11/22/1977,Female,M,N,3,Graduate Degree,Management,"$140,000 "
66581,jean80@kiteright.ca,JEAN,KING,6/9/1973,Female,M,Y,4,Bachelor Degree,Professional,"$130,000 "
66582,betty81@kiteright.ca,BETTY,PTASZYNSKI,3/28/1956,Female,S,N,4,High School,Clerical,"$100,000 "
66583,steven24@kiteright.ca,STEVEN,HAYES,1/6/1978,Male,S,Y,0,High School,Manual,"$80,000 "
66584,edwards16@kiteright.ca,JACK,EDWARDS,10/7/1966,Male,M,N,2,Graduate Degree,Clerical,"$150,000 "
66585,martin71@kiteright.ca,FRANCES,MARTIN,9/21/2000,Female,S,Y,0,Graduate Degree,Clerical,"$110,000 "
66586,alexis3@kiteright.ca,ALEXIS,TURNER,7/7/1966,Female,M,Y,0,Graduate Degree,Management,"$40,000 "
66587,lopez47@kiteright.ca,ALAN,LOPEZ,11/7/1976,Male,M,Y,2,High School,Manual,"$130,000 "
66588,russell20@kiteright.ca,MARTHA,RUSSELL,4/13/1971,Female,M,N,0,High School,Clerical,"$50,000 "
66589,vazquez12@kiteright.ca,ERIC,VAZQUEZ,6/3/1955,Male,M,Y,1,Bachelor Degree,Management,"$60,000 "
66590,lawrence28@kiteright.ca,LAWRENCE,YOUNG,6/10/1975,Male,S,Y,0,Bachelor Degree,Management,"$160,000 "
66591,patricia28@kiteright.ca,PATRICIA,JAMES,4/13/1975,Female,S,Y,1,High School,Management,"$90,000 "
66592,victoria34@kiteright.ca,VICTORIA,NATH,3/4/1995,Female,S,N,3,Bachelor Degree,Clerical,"$70,000 "
66593,margaret66@kiteright.ca,MARGARET,PEREZ,11/13/1982,Female,S,N,3,Graduate Degree,Management,"$50,000 "
66594,ronald40@kiteright.ca,RONALD,PATTERSON,4/17/1983,Male,M,N,3,Bachelor Degree,Management,"$110,000 "
66595,nara9@kiteright.ca,PAMELA,NARA,10/15/1963,Female,S,Y,4,High School,Professional,"$100,000 "
66596,denise18@kiteright.ca,DENISE,NARA,6/18/1992,Female,M,N,3,Graduate Degree,Manual,"$30,000 "
66597,ma91@kiteright.ca,DONALD,MA,3/27/1975,Male,S,N,2,High School,Manual,"$160,000 "
66598,scott61@kiteright.ca,SCOTT,PEREZ,12/13/1965,Male,S,N,0,Graduate Degree,Professional,"$50,000 "
66599,subram34@kiteright.ca,GABRIEL,SUBRAM,6/15/1968,Male,M,N,5,High School,Clerical,"$150,000 "
66600,sharma81@kiteright.ca,ROBERT,SHARMA,5/12/1988,Male,M,Y,3,High School,Manual,"$110,000 "
66601,jessica35@kiteright.ca,JESSICA,MORENO,12/12/1969,Female,S,N,4,Graduate Degree,Professional,"$90,000 "
66602,emma29@kiteright.ca,EMMA,GONZALES,6/14/1984,Female,S,N,1,Bachelor Degree,Management,"$10,000 "
66603,wood81@kiteright.ca,DYLAN,WOOD,12/28/1969,Male,M,N,2,Graduate Degree,Professional,"$140,000 "
66604,fernandez80@kiteright.ca,MADISON,FERNANDEZ,6/13/1995,Female,M,N,0,Graduate Degree,Management,"$120,000 "
66605,srini53@kiteright.ca,RYAN,SRINI,8/17/1993,Male,M,Y,0,High School,Management,"$100,000 "
66606,benjamin73@kiteright.ca,BENJAMIN,GONZALEZ,8/15/1999,Male,M,Y,4,Graduate Degree,Management,"$130,000 "
66607,randy1@kiteright.ca,RANDY,COX,6/3/1980,Male,M,Y,2,Graduate Degree,Manual,"$10,000 "
66608,simmons76@kiteright.ca,RUTH,SIMMONS,9/13/1994,Female,M,N,5,Bachelor Degree,Management,"$130,000 "
66609,russell96@kiteright.ca,RUSSELL,ALEXANDER,2/16/1983,Male,M,Y,1,Graduate Degree,Professional,"$60,000 "
66610,ralph10@kiteright.ca,RALPH,HAYES,10/2/1959,Male,M,N,1,Bachelor Degree,Manual,"$170,000 "
66611,walker66@kiteright.ca,RUTH,WALKER,1/28/1984,Female,M,Y,4,Graduate Degree,Professional,"$40,000 "
66612,dominguez23@kiteright.ca,KENNETH,DOMINGUEZ,12/30/1990,Male,M,N,0,Bachelor Degree,Management,"$60,000 "
66613,liang24@kiteright.ca,CHARLES,LIANG,10/1/1986,Male,M,Y,2,Graduate Degree,Manual,"$140,000 "
66614,david14@kiteright.ca,DAVID,FOSTER,2/28/1960,Male,M,Y,0,Graduate Degree,Management,"$80,000 "
66615,kayla55@kiteright.ca,KAYLA,WILLIAMS,5/22/1993,Female,S,N,2,Bachelor Degree,Manual,"$160,000 "
66616,patricia16@kiteright.ca,PATRICIA,PRICE,1/31/1977,Female,S,N,2,Graduate Degree,Clerical,"$120,000 "
66617,alexander74@kiteright.ca,ALEXANDER,MALHOTRA,9/1/1966,Male,M,Y,1,High School,Clerical,"$120,000 "
66618,terry32@kiteright.ca,TERRY,RAJE,8/8/1996,Male,M,N,1,Bachelor Degree,Management,"$60,000 "
66619,ashe76@kiteright.ca,WILLIAM,ASHE,10/20/1970,Male,S,Y,3,Bachelor Degree,Manual,"$10,000 "
66620,sarah30@kiteright.ca,SARAH,RIVERA,11/30/1979,Female,S,N,2,Bachelor Degree,Management,"$30,000 "
66621,hu66@kiteright.ca,MARK,HU,6/19/1984,Male,M,Y,1,Bachelor Degree,Manual,"$100,000 "
66622,gill7@kiteright.ca,JUAN,GILL,11/16/1999,Male,M,Y,2,High School,Management,"$150,000 "
66623,coleman83@kiteright.ca,SAMANTHA,COLEMAN,10/2/1982,Female,S,Y,1,Bachelor Degree,Professional,"$160,000 "
66624,beck9@kiteright.ca,NATALIE,BECK,1/15/1998,Female,S,N,1,Graduate Degree,Clerical,"$150,000 "
